datetime,power_mw,energy_mwh,system_name,system_capacity_mw,data_source,processed_date
1990-04-09 17:00:00,0.529,0.529,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-09 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-09 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-09 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-09 21:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-09 22:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-09 23:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 00:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 01:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 02:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 03:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 04:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 05:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 06:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 07:00:00,0.582,0.582,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 08:00:00,1.504,1.504,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 09:00:00,2.656,2.656,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 10:00:00,3.489,3.489,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 11:00:00,4.357,4.357,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 12:00:00,4.594,4.594,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 13:00:00,4.503,4.503,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 14:00:00,3.912,3.912,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 15:00:00,2.868,2.868,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 16:00:00,1.551,1.551,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 17:00:00,0.482,0.482,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 21:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 22:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-10 23:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 00:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 01:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 02:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 03:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 04:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 05:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 06:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 07:00:00,0.636,0.636,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 08:00:00,1.755,1.755,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 09:00:00,2.977,2.977,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 10:00:00,3.983,3.983,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 11:00:00,4.547,4.547,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 12:00:00,4.722,4.722,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 13:00:00,4.434,4.434,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 14:00:00,3.744,3.744,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 15:00:00,2.712,2.712,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 16:00:00,1.486,1.486,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 17:00:00,0.469,0.469,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 21:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 22:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-11 23:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 00:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 01:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 02:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 03:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 04:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 05:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 06:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 07:00:00,0.704,0.704,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 08:00:00,1.884,1.884,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 09:00:00,3.159,3.159,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 10:00:00,4.094,4.094,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 11:00:00,4.622,4.622,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 12:00:00,4.738,4.738,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 13:00:00,4.459,4.459,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 14:00:00,3.782,3.782,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 15:00:00,2.74,2.74,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 16:00:00,1.459,1.459,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 17:00:00,0.452,0.452,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 21:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 22:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-12 23:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 00:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 01:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 02:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 03:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 04:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 05:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 06:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 07:00:00,0.68,0.68,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 08:00:00,1.832,1.832,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 09:00:00,2.988,2.988,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 10:00:00,3.77,3.77,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 11:00:00,4.298,4.298,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 12:00:00,4.307,4.307,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 13:00:00,4.075,4.075,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 14:00:00,3.44,3.44,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 15:00:00,2.465,2.465,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 16:00:00,1.345,1.345,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 17:00:00,0.416,0.416,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 21:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 22:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-13 23:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 00:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 01:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 02:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 03:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 04:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 05:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 06:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 07:00:00,0.439,0.439,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 08:00:00,1.462,1.462,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 09:00:00,2.435,2.435,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 10:00:00,3.709,3.709,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 11:00:00,4.391,4.391,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 12:00:00,4.493,4.493,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 13:00:00,4.35,4.35,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 14:00:00,3.677,3.677,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 15:00:00,2.538,2.538,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 16:00:00,1.368,1.368,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 17:00:00,0.376,0.376,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 21:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 22:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-14 23:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 00:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 01:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 02:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 03:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 04:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 05:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 06:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 07:00:00,0.626,0.626,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 08:00:00,1.728,1.728,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 09:00:00,3.037,3.037,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 10:00:00,3.993,3.993,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 11:00:00,4.54,4.54,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 12:00:00,4.661,4.661,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 13:00:00,4.397,4.397,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 14:00:00,3.735,3.735,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 15:00:00,2.689,2.689,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 16:00:00,1.397,1.397,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 17:00:00,0.397,0.397,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 21:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 22:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-15 23:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 00:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 01:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 02:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 03:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 04:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 05:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 06:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 07:00:00,0.643,0.643,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 08:00:00,1.768,1.768,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 09:00:00,3.043,3.043,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 10:00:00,4.028,4.028,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 11:00:00,4.568,4.568,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 12:00:00,4.692,4.692,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 13:00:00,4.408,4.408,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 14:00:00,3.718,3.718,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 15:00:00,2.649,2.649,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 16:00:00,1.356,1.356,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 17:00:00,0.371,0.371,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 21:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 22:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-16 23:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 00:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 01:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 02:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 03:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 04:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 05:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 06:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 07:00:00,0.314,0.314,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 08:00:00,1.3,1.3,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 09:00:00,2.361,2.361,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 10:00:00,3.4,3.4,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 11:00:00,4.226,4.226,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 12:00:00,4.55,4.55,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 13:00:00,4.301,4.301,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 14:00:00,3.61,3.61,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 15:00:00,2.567,2.567,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 16:00:00,1.29,1.29,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 17:00:00,0.336,0.336,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 18:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 19:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
1990-04-17 20:00:00,0.0,0.0,5.2MW tracking solar Hay2,5.2,Solar PV tracking 5.2MW.csv,2025-10-16 19:53:46
